fahrzeug_id,typ,kilometerstand,laenge,hoehe,gewicht,sitze,farbe,ps,schaltung,verbrauch,neupreis,gebrauchtpreis,erstzulassung
3847,Sportwagen,59933.147,4.57,1.4,1801,4,gelb,445,Automatik,9.67,121094.92,74506.08,2022-09-24
3848,Sportwagen,45132.07,4.52,1.17,1486,4,rot,447,Handschaltung,8.58,122733.06,80627.0,2022-09-29
3849,Sportwagen,15842.41,4.48,1.23,1545,4,rot,367,Handschaltung,7.99,110231.72,79878.25,2024-09-02
3850,Sportwagen,76366.852,4.52,1.31,1686,4,rot,479,Handschaltung,9.9,119855.92,68403.22,2021-02-09
3851,Sportwagen,62417.491,4.48,1.21,1520,4,schwarz,408,Automatik,7.58,122930.59,75222.67,2022-05-26
3852,Sportwagen,82354.682,4.45,1.32,1639,4,schwarz,359,Automatik,7.7,118550.09,65862.47,2021-08-27
3853,Sportwagen,42880.717,4.4,1.2,1498,4,rot,441,Handschaltung,8.620000000000001,110627.44,68919.02,2023-01-09
3854,Sportwagen,51997.422,4.58,1.28,1583,2,blau,427,Automatik,8.42,121749.82,77487.35,2022-09-12
3855,Sportwagen,52957.942,4.51,1.38,1757,2,rot,382,Automatik,8.780000000000001,113228.43,67513.23,2022-08-25
3856,Sportwagen,72809.934,4.48,1.28,1642,2,grau,398,Automatik,7.84,114201.16,63806.75,2021-09-04
3857,Sportwagen,55919.491,4.57,1.45,1851,4,rot,405,Handschaltung,10.85,126150.26,79530.88,2022-07-30
3858,Sportwagen,47717.35,4.47,1.23,1473,2,rot,379,Handschaltung,7.99,126022.03,83169.99,2022-12-23
3859,Sportwagen,55863.411,4.54,1.33,1725,4,rot,412,Automatik,8.719999999999999,117255.25,71483.02,2022-01-22
3860,Sportwagen,49531.61,4.39,1.33,1598,2,schwarz,326,Handschaltung,8.120000000000001,112126.16,67786.67,2022-06-27
3861,Sportwagen,54897.843,4.42,1.24,1521,2,rot,433,Automatik,8.02,134712.28,88920.28,2022-12-12
3862,Sportwagen,61343.375,4.43,1.15,1383,2,schwarz,376,Automatik,7.05,115069.55,67111.58,2021-08-27
3863,Sportwagen,66407.852,4.32,1.37,1656,4,rot,378,Handschaltung,9.27,108370.57,60101.95,2021-11-24
3864,Sportwagen,82759.836,4.53,1.28,1636,4,rot,399,Automatik,8.02,122242.96,69133.0,2020-12-15
3865,Sportwagen,41719.309,4.52,1.34,1679,4,schwarz,445,Automatik,9.05,121103.37,79540.91,2023-03-19
3866,Sportwagen,38931.12,4.58,1.32,1662,4,rot,440,Automatik,8.809999999999999,124547.23,83946.95,2023-02-15
3867,Sportwagen,67430.617,4.34,1.16,1358,4,schwarz,359,Automatik,6.83,127879.99,78642.49,2022-03-24
3868,Sportwagen,61765.464,4.55,1.35,1684,4,blau,447,Automatik,9.22,117685.83,69814.69,2022-01-31
3869,Sportwagen,49952.723,4.47,1.28,1550,4,rot,463,Handschaltung,9.49,132589.53,87488.2,2022-11-02
3870,Sportwagen,54990.329,4.45,1.4,1740,2,schwarz,352,Automatik,8.59,115058.22,69581.17,2023-01-05
3871,Sportwagen,53477.027,4.62,1.27,1619,4,schwarz,430,Automatik,8.21,132352.32,86644.24,2022-05-16
3872,Sportwagen,37183.288,4.43,1.29,1630,4,schwarz,377,Automatik,7.75,115197.15,75453.5,2023-08-11
3873,Sportwagen,68329.591,4.39,1.38,1698,2,blau,377,Automatik,8.64,115585.64,65848.43,2021-06-15
3874,Sportwagen,74101.878,4.37,1.31,1617,4,schwarz,386,Automatik,8.0,119110.87,69048.16,2021-02-11
3875,Sportwagen,40850.229,4.44,1.25,1569,4,grau,431,Automatik,8.27,123265.16,81783.17,2023-08-09
3876,Sportwagen,45713.023,4.42,1.43,1769,4,rot,440,Automatik,9.77,114051.0,70838.97,2023-01-04
3877,Sportwagen,40453.038,4.48,1.27,1584,4,schwarz,393,Automatik,7.89,125633.85,84261.26,2022-04-26
3878,Sportwagen,83806.357,4.61,1.3,1681,2,schwarz,447,Automatik,8.530000000000001,120575.84,68010.2,2021-06-18
3879,Sportwagen,63988.926,4.41,1.28,1580,2,rot,513,Automatik,9.24,126620.91,78266.53,2021-03-31
3880,Sportwagen,63895.734,4.3,1.24,1508,4,schwarz,389,Automatik,7.68,114707.64,67065.42,2022-10-29
3881,Sportwagen,61201.858,4.42,1.37,1716,2,rot,424,Automatik,8.86,125629.36,78567.59,2022-06-12
3882,Sportwagen,67911.707,4.55,1.34,1674,4,rot,471,Automatik,9.29,125898.69,76809.34,2021-08-01
3883,Sportwagen,23593.404,4.62,1.25,1639,2,rot,389,Automatik,7.8,118261.95,83312.11,2023-11-18
3884,Sportwagen,62564.672,4.4,1.32,1636,2,schwarz,489,Automatik,9.31,132243.91,84345.63,2021-11-06
3885,Sportwagen,40385.756,4.52,1.25,1646,4,rot,422,Handschaltung,8.940000000000001,113387.87,71951.55,2023-08-01
3886,Sportwagen,45676.259,4.32,1.35,1642,4,rot,485,Automatik,9.42,123096.39,80644.7,2023-05-10
3887,Sportwagen,39956.255,4.66,1.34,1773,2,schwarz,350,Handschaltung,8.89,123603.32,82393.87,2023-07-31
3888,Sportwagen,41677.608,4.59,1.33,1671,2,rot,478,Handschaltung,10.16,129567.42,87740.97,2023-03-05
3889,Sportwagen,31590.817,4.55,1.28,1608,2,gelb,386,Handschaltung,8.559999999999999,116879.65,78654.06,2023-02-19
3890,Sportwagen,65368.776,4.41,1.3,1633,4,blau,487,Automatik,9.24,123664.62,74672.41,2022-04-23
3891,Sportwagen,59864.463,4.37,1.39,1716,4,schwarz,345,Automatik,8.14,114291.94,67519.09,2022-03-18
3892,Sportwagen,49621.198,4.57,1.26,1634,4,blau,521,Handschaltung,10.07,129565.31,85305.79,2023-02-17
3893,Sportwagen,19256.618,4.42,1.31,1619,2,schwarz,353,Automatik,7.79,107972.41,76345.11,2024-09-07
3894,Sportwagen,37914.928,4.34,1.38,1652,4,rot,418,Automatik,9.13,117894.49,78163.41,2022-12-11
3895,Sportwagen,64305.803,4.57,1.25,1558,4,gelb,455,Automatik,8.3,118762.99,70411.76,2022-05-21
3896,Sportwagen,60332.996,4.53,1.35,1682,2,schwarz,469,Automatik,9.66,129244.52,81173.95,2021-12-23
3897,Sportwagen,66986.19,4.63,1.5,1961,2,schwarz,451,Automatik,11.06,119243.61,70710.92,2021-08-14
3898,Sportwagen,49315.869,4.47,1.24,1567,4,blau,406,Automatik,7.8,122221.55,77574.74,2023-05-11
3899,Sportwagen,60996.48,4.47,1.37,1680,4,rot,370,Automatik,8.18,118543.67,71553.54,2022-08-28
3900,Sportwagen,55181.301,4.52,1.21,1532,2,schwarz,500,Automatik,8.58,126214.53,80533.05,2022-06-01
3901,Sportwagen,31686.182,4.43,1.3,1579,2,schwarz,374,Automatik,7.72,113099.04,75268.46,2023-12-04
3902,Sportwagen,47665.191,4.43,1.32,1601,2,blau,395,Automatik,8.39,123946.36,80356.17,2022-09-05
3903,Sportwagen,60573.44,4.57,1.28,1648,4,schwarz,422,Handschaltung,8.96,108573.98,61221.66,2022-02-24
3904,Sportwagen,92696.165,4.46,1.25,1567,2,rot,461,Automatik,8.45,115718.05,61128.5,2021-08-21
3905,Sportwagen,68719.093,4.53,1.38,1701,4,grau,376,Automatik,8.46,127815.57,78724.36,2021-08-02
3906,Sportwagen,87142.221,4.31,1.39,1688,4,rot,433,Handschaltung,10.09,116018.0,62659.28,2021-03-30
3907,Sportwagen,46575.102,4.46,1.29,1644,2,rot,449,Handschaltung,9.49,117066.3,73607.32,2023-02-03
3908,Sportwagen,74602.941,4.47,1.23,1538,2,rot,403,Automatik,7.83,132581.27,81430.29,2021-07-19
3909,Sportwagen,51261.967,4.57,1.28,1622,4,rot,441,Handschaltung,9.11,120150.26,75119.96,2022-08-20
3910,Sportwagen,77001.354,4.51,1.44,1835,2,rot,399,Handschaltung,10.41,127500.01,76718.57,2022-04-01
3911,Sportwagen,51145.893,4.62,1.3,1695,4,rot,405,Automatik,8.24,119430.95,74505.42,2022-09-12
3912,Sportwagen,68942.144,4.42,1.4,1716,4,rot,406,Automatik,9.21,118538.88,69639.36,2021-09-10
3913,Sportwagen,66748.944,4.31,1.23,1527,4,rot,383,Automatik,7.46,126401.78,76994.59,2022-06-17
3914,Sportwagen,63163.187,4.71,1.32,1702,2,schwarz,454,Handschaltung,9.44,123445.62,76104.08,2022-09-18
3915,Sportwagen,71022.92,4.65,1.23,1608,2,rot,370,Automatik,7.34,117088.09,68011.37,2022-05-12
3916,Sportwagen,48603.942,4.53,1.27,1582,2,schwarz,434,Automatik,8.24,115957.74,72289.79,2023-07-15
3917,Sportwagen,59487.956,4.48,1.39,1725,2,schwarz,427,Automatik,9.12,121404.11,74833.49,2022-08-13
3918,Sportwagen,45307.08,4.62,1.37,1757,2,rot,387,Automatik,8.620000000000001,117123.08,74454.79,2023-03-05
3919,Sportwagen,13622.492,4.51,1.33,1681,4,rot,430,Handschaltung,9.37,117378.46,89196.31,2023-10-07
3920,Sportwagen,57816.705,4.5,1.28,1610,4,gelb,437,Handschaltung,9.2,121591.81,75533.21,2022-07-29
3921,Sportwagen,61074.674,4.52,1.35,1695,2,rot,347,Handschaltung,8.82,114848.56,67269.39,2022-08-14
3922,Sportwagen,65151.895,4.42,1.3,1644,2,schwarz,470,Automatik,8.940000000000001,115887.09,66860.74,2022-03-12
3923,Sportwagen,68756.459,4.48,1.33,1674,2,rot,375,Automatik,8.01,126563.82,77784.03,2021-12-13
3924,Sportwagen,82405.032,4.41,1.23,1511,2,grün,403,Automatik,7.62,115284.94,62626.14,2021-10-18
3925,Sportwagen,32228.392,4.36,1.39,1671,2,schwarz,429,Automatik,9.12,118419.93,79553.08,2023-04-26
3926,Sportwagen,34437.627,4.46,1.4,1763,4,rot,423,Automatik,9.27,122052.89,83048.71,2023-03-02
3927,Sportwagen,44534.834,4.4,1.3,1588,2,schwarz,342,Automatik,7.68,110008.17,67570.04,2023-08-31
3928,Sportwagen,76622.518,4.49,1.22,1557,2,schwarz,405,Handschaltung,8.35,107299.92,56319.54,2021-09-24
3929,Sportwagen,80273.317,4.44,1.19,1449,2,grau,370,Automatik,6.98,125659.51,73857.84,2022-01-07
3930,Sportwagen,54794.718,4.61,1.3,1718,4,rot,338,Automatik,7.68,104683.87,59129.12,2022-06-15
3931,Sportwagen,55232.443,4.58,1.44,1814,2,grün,430,Automatik,9.72,127392.21,82694.09,2022-07-03
3932,Sportwagen,34071.944,4.52,1.31,1676,2,schwarz,474,Automatik,9.13,116128.84,77183.35,2023-07-27
3933,Sportwagen,41385.873,4.24,1.31,1549,2,rot,484,Automatik,9.01,131906.33,90490.0,2022-11-24
3934,Sportwagen,38870.414,4.41,1.39,1773,4,blau,360,Automatik,8.42,109290.72,69012.86,2023-04-24
3935,Sportwagen,79436.674,4.53,1.24,1508,2,rot,454,Automatik,8.370000000000001,119401.02,67391.02,2022-03-05
3936,Sportwagen,60304.512,4.3,1.32,1620,2,rot,397,Automatik,8.26,126006.36,79679.7,2022-10-13
3937,Sportwagen,23547.818,4.3,1.14,1370,4,schwarz,454,Automatik,7.67,134003.8,99289.61,2023-08-19
3938,Sportwagen,52319.862,4.63,1.44,1871,2,schwarz,334,Handschaltung,9.63,116502.56,71268.14,2022-06-29
3939,Sportwagen,66755.648,4.5,1.22,1522,4,rot,477,Automatik,8.14,134574.37,86564.24,2022-02-24
3940,Sportwagen,57184.532,4.42,1.22,1502,2,schwarz,462,Automatik,8.280000000000001,130349.32,84176.09,2022-05-15
3941,Sportwagen,75514.671,4.76,1.29,1723,2,rot,403,Automatik,8.190000000000001,108475.19,57683.03,2022-03-13
3942,Sportwagen,42952.116,4.69,1.35,1799,4,blau,497,Automatik,9.62,134208.23,92432.36,2023-06-23
3943,Sportwagen,35213.428,4.72,1.26,1663,2,rot,435,Automatik,8.129999999999999,120121.72,80885.66,2023-06-02
3944,Sportwagen,79022.17,4.46,1.14,1417,2,rot,413,Handschaltung,8.0,116775.33,64844.92,2021-12-13
3945,Sportwagen,64474.39,4.48,1.33,1661,4,rot,373,Automatik,7.9,116915.06,68874.63,2021-10-21
3946,Sportwagen,47221.531,4.43,1.32,1623,4,schwarz,500,Automatik,9.2,119005.38,75194.59,2023-08-04
3947,Sportwagen,70702.656,4.4,1.3,1627,4,rot,583,Automatik,10.18,124583.38,75602.57,2021-08-10
3948,Sportwagen,20650.978,4.53,1.31,1649,4,grün,405,Handschaltung,9.17,121145.39,88535.78,2023-11-21
3949,Sportwagen,25463.381,4.39,1.36,1654,4,rot,451,Automatik,9.16,123046.1,87568.62,2024-03-23
3950,Sportwagen,77865.663,4.52,1.31,1653,4,rot,404,Handschaltung,9.02,123271.64,71593.73,2021-04-16
3951,Sportwagen,53653.277,4.52,1.22,1562,4,rot,372,Handschaltung,8.04,123952.52,78829.38,2022-11-06
3952,Sportwagen,26636.398,4.53,1.33,1763,4,rot,407,Automatik,8.48,127787.19,91204.19,2023-11-19
3953,Sportwagen,38516.276,4.54,1.31,1707,2,schwarz,357,Automatik,7.84,112561.62,71985.74,2023-01-10
3954,Sportwagen,45323.337,4.46,1.21,1536,4,rot,346,Automatik,6.96,106874.42,64077.33,2022-04-26
3955,Sportwagen,44685.48,4.45,1.2,1474,2,grün,402,Handschaltung,8.32,120573.74,77885.49,2022-10-30
3956,Sportwagen,38686.051,4.54,1.3,1651,2,rot,348,Handschaltung,8.2,125978.3,85465.96,2023-09-27
3957,Sportwagen,25416.73,4.57,1.28,1633,2,rot,348,Automatik,7.27,107905.64,72809.59,2023-08-20
3958,Sportwagen,56511.272,4.37,1.24,1536,2,schwarz,378,Automatik,7.49,123801.94,77909.51,2022-03-17
3959,Sportwagen,55307.125,4.24,1.28,1486,4,schwarz,337,Automatik,7.18,113915.53,67783.68,2021-11-25
3960,Sportwagen,66624.672,4.63,1.36,1743,2,rot,462,Handschaltung,10.32,119651.88,70739.18,2022-04-03
3961,Sportwagen,61832.658,4.41,1.33,1609,4,schwarz,436,Automatik,8.73,118162.53,69942.75,2021-12-03
3962,Sportwagen,40472.567,4.58,1.26,1629,4,rot,472,Automatik,8.719999999999999,127778.63,85977.95,2023-02-11
3963,Sportwagen,65049.821,4.6,1.23,1624,2,schwarz,473,Automatik,8.469999999999999,119975.0,71531.84,2021-11-18
3964,Sportwagen,46867.804,4.42,1.19,1444,2,rot,335,Automatik,6.67,125602.11,82523.54,2022-12-21
3965,Sportwagen,73574.521,4.36,1.31,1639,2,rot,489,Handschaltung,10.11,127602.13,77052.3,2022-04-22
3966,Sportwagen,62400.007,4.54,1.23,1544,2,rot,371,Handschaltung,8.08,115558.68,67990.28,2022-04-17
3967,Sportwagen,78933.622,4.51,1.28,1633,2,rot,443,Handschaltung,9.17,123186.45,70913.46,2021-06-25
3968,Sportwagen,51756.688,4.53,1.32,1721,2,rot,411,Automatik,8.5,112131.79,67254.85,2022-09-17
3969,Sportwagen,57643.478,4.62,1.36,1727,2,rot,349,Automatik,8.030000000000001,107811.0,61388.52,2022-06-11
3970,Sportwagen,107844.057,4.59,1.25,1625,4,schwarz,423,Automatik,8.29,123389.54,66200.0,2020-07-31
3971,Sportwagen,42037.174,4.57,1.28,1643,4,rot,361,Automatik,7.57,96320.22,54362.21,2022-07-17
3972,Sportwagen,63567.31,4.39,1.35,1627,2,rot,396,Handschaltung,9.35,118097.79,70048.41,2022-02-14
3973,Sportwagen,47915.295,4.53,1.28,1624,4,rot,532,Automatik,9.77,117189.67,74128.52,2023-02-09
3974,Sportwagen,63135.459,4.35,1.26,1502,4,rot,501,Automatik,8.969999999999999,135969.45,87746.01,2022-05-01
3975,Sportwagen,70322.439,4.63,1.38,1776,4,gelb,396,Automatik,8.719999999999999,116715.21,66343.72,2021-04-10
3976,Sportwagen,37927.999,4.52,1.33,1683,4,rot,424,Handschaltung,9.57,118048.97,76647.82,2023-01-08
3977,Sportwagen,35260.848,4.47,1.25,1584,4,rot,388,Handschaltung,8.39,117568.75,77194.02,2022-08-25
3978,Sportwagen,45196.168,4.49,1.33,1664,2,rot,401,Handschaltung,9.34,116664.39,73168.93,2023-06-07
3979,Sportwagen,72332.016,4.59,1.29,1664,4,rot,434,Automatik,8.440000000000001,124611.83,75075.69,2022-01-22
3980,Sportwagen,45768.089,4.62,1.29,1675,4,schwarz,367,Handschaltung,8.35,118780.52,75800.58,2022-07-21
3981,Sportwagen,56464.558,4.54,1.29,1674,4,grün,440,Automatik,8.440000000000001,114472.02,68354.91,2022-10-09
3982,Sportwagen,57861.548,4.44,1.22,1513,2,blau,400,Handschaltung,8.309999999999999,119653.43,73811.42,2022-01-15
3983,Sportwagen,61741.303,4.5,1.36,1721,2,rot,473,Automatik,9.48,127483.34,79341.45,2022-06-11
3984,Sportwagen,94787.483,4.35,1.21,1474,4,schwarz,497,Automatik,8.46,125769.51,70470.84,2020-11-14
3985,Sportwagen,59515.723,4.49,1.17,1438,2,rot,400,Handschaltung,8.120000000000001,123045.61,76185.35,2022-01-27
3986,Sportwagen,45926.883,4.39,1.39,1735,2,schwarz,393,Automatik,8.83,110581.23,67669.18,2023-09-23
3987,Sportwagen,66295.306,4.58,1.23,1557,2,schwarz,444,Automatik,8.129999999999999,134562.29,86110.52,2021-12-17
3988,Sportwagen,91616.999,4.49,1.28,1637,2,schwarz,429,Handschaltung,9.2,118094.35,63695.29,2021-09-18
3989,Sportwagen,55157.368,4.46,1.24,1574,2,schwarz,397,Automatik,7.55,110880.59,65009.1,2022-10-06
3990,Sportwagen,51894.173,4.43,1.27,1613,2,rot,376,Handschaltung,8.280000000000001,105466.75,60323.38,2022-12-14
3991,Sportwagen,39251.122,4.55,1.27,1558,4,rot,434,Automatik,8.34,117711.95,76760.4,2023-08-28
3992,Sportwagen,43576.944,4.62,1.28,1655,2,schwarz,515,Automatik,9.31,130417.0,87211.79,2022-08-06
3993,Sportwagen,29676.087,4.54,1.29,1677,2,rot,425,Automatik,8.33,118074.48,81096.74,2023-04-07
3994,Sportwagen,50465.656,4.5,1.22,1501,4,rot,347,Automatik,7.09,115192.35,70105.68,2021-12-16
3995,Sportwagen,52803.582,4.55,1.28,1629,4,rot,368,Automatik,7.78,116362.46,71298.86,2023-05-15
3996,Sportwagen,50340.494,4.5,1.18,1457,2,schwarz,405,Automatik,7.34,115734.89,71436.5,2022-12-13
3997,Sportwagen,33788.676,4.6,1.33,1705,2,schwarz,368,Handschaltung,8.969999999999999,115670.1,76635.33,2023-12-07
3998,Sportwagen,81157.254,4.53,1.25,1586,2,rot,453,Automatik,8.219999999999999,123523.99,70804.27,2020-11-23
3999,Sportwagen,51652.538,4.59,1.25,1602,4,rot,350,Automatik,7.29,117777.72,71826.16,2022-12-09
4000,Van,56232.598,5.58,2.03,3149,5,schwarz,150,Handschaltung,18.17,63293.4,30412.79,2022-09-28
4001,Van,53107.541,5.67,1.94,3081,7,grau,154,Handschaltung,15.9,64035.86,32435.99,2022-11-16
4002,Van,46345.764,5.57,1.87,2928,7,rot,184,Handschaltung,14.84,69393.56,39054.59,2022-11-02
4003,Van,83450.806,5.66,1.9,3043,7,rot,209,Automatik,14.59,64175.62,25531.66,2021-09-15
4004,Van,66057.672,5.68,1.98,3173,5,gelb,192,Automatik,16.67,62607.88,27087.06,2022-01-23
4005,Van,61514.519,5.44,1.89,2876,7,grün,167,Automatik,13.42,64366.99,30994.81,2022-06-24
4006,Van,68753.17,5.85,1.9,3088,7,schwarz,143,Automatik,13.36,62435.76,27127.3,2021-11-22
4007,Van,54529.744,5.65,1.83,2901,7,blau,163,Automatik,11.93,65251.99,32817.15,2023-01-21
4008,Van,24148.202,5.42,1.97,3045,5,schwarz,154,Automatik,14.6,55835.29,33751.61,2024-02-17
4009,Van,54205.822,5.57,1.88,2925,7,gelb,205,Automatik,14.29,64315.67,31286.68,2022-05-15
4010,Van,71367.269,5.65,1.95,3107,7,blau,219,Handschaltung,18.41,58472.89,22301.74,2022-01-08
4011,Van,38521.435,5.5,1.84,2810,7,schwarz,157,Automatik,12.23,73999.0,46273.1,2023-04-04
4012,Van,17346.601,5.67,1.97,3174,7,grau,182,Handschaltung,17.4,71533.87,51320.75,2023-08-28
4013,Van,84762.352,5.45,2.01,3100,5,schwarz,175,Handschaltung,18.83,66926.48,27824.44,2021-09-15
4014,Van,80147.813,5.52,2.02,3164,5,blau,176,Handschaltung,19.31,57809.92,19241.19,2021-06-05
4015,Van,44507.549,5.65,1.84,2917,7,blau,158,Automatik,11.69,58457.58,28918.2,2023-03-06
4016,Van,74607.17,5.53,1.93,2959,7,rot,217,Automatik,16.14,69002.03,31571.4,2021-05-16
4017,Van,98608.552,5.58,1.84,2848,7,schwarz,146,Automatik,11.38,67348.65,24921.57,2021-06-21
4018,Van,24066.545,5.49,2.07,3191,5,grün,179,Automatik,19.15,57028.42,34155.57,2023-11-14
4019,Van,56583.892,5.73,2.01,3235,7,blau,177,Automatik,16.98,63091.08,30849.96,2021-09-01
4020,Van,78635.758,5.57,1.89,2946,7,grün,148,Automatik,12.76,66241.75,28186.24,2021-02-22
4021,Van,28085.971,5.68,1.93,3079,7,gelb,228,Automatik,16.16,73325.53,48637.53,2023-07-23
4022,Van,52491.041,5.58,1.99,3105,5,blau,201,Handschaltung,19.47,68517.07,36620.73,2022-06-03
4023,Van,54148.282,5.58,1.89,2999,7,grau,168,Automatik,13.47,58651.0,26826.15,2022-07-04
4024,Van,70847.583,5.53,2.02,3170,7,gelb,197,Automatik,18.02,57535.87,20841.33,2021-06-12
4025,Van,76789.81,5.75,1.93,3123,7,grau,221,Automatik,16.47,70194.62,32867.17,2021-09-19
4026,Van,87988.58,5.7,1.96,3118,7,schwarz,202,Automatik,16.54,65578.09,25291.15,2021-08-31
4027,Van,30506.517,5.65,1.81,2910,5,rot,166,Handschaltung,12.69,63528.01,38529.03,2023-05-25
4028,Van,74198.808,5.71,1.68,2683,5,rot,167,Handschaltung,10.22,51836.92,15094.78,2022-08-05
4029,Van,44753.903,5.51,1.91,2897,5,blau,246,Automatik,15.84,70345.56,41083.32,2022-09-09
4030,Van,40806.49,5.61,1.95,3034,7,grau,114,Automatik,12.74,68850.41,40005.52,2023-07-22
4031,Van,50018.338,5.54,1.82,2816,5,grau,208,Handschaltung,14.51,67951.39,36646.38,2022-10-27
4032,Van,38661.978,5.55,2.1,3267,7,schwarz,136,Automatik,17.89,65134.32,36780.47,2022-11-11
4033,Van,34130.742,5.59,1.72,2661,5,blau,165,Automatik,9.78,65144.59,38651.0,2023-09-09
4034,Van,56552.722,5.68,1.95,3148,5,grau,158,Automatik,15.04,61409.53,28989.37,2022-04-01
4035,Van,39322.744,5.6,2.09,3301,5,rot,148,Automatik,18.34,65513.51,37511.15,2022-05-25
4036,Van,69766.69,5.56,2.02,3093,7,grün,186,Automatik,17.68,74527.92,38130.85,2022-06-25
4037,Van,50885.485,5.78,1.85,3007,5,gelb,286,Automatik,15.86,66509.39,34938.94,2022-12-23
4038,Van,42836.025,5.69,1.83,2909,7,rot,210,Automatik,13.3,64211.05,34972.85,2022-06-02
4039,Van,45390.97,5.7,1.84,2889,5,schwarz,212,Handschaltung,14.66,69316.02,39405.94,2022-05-25
4040,Van,45570.704,5.61,1.9,2943,5,schwarz,159,Handschaltung,14.29,62474.84,32831.67,2022-12-07
4041,Van,24819.515,5.68,2.15,3403,5,schwarz,227,Automatik,23.66,61138.36,37980.93,2024-03-06
4042,Van,42276.682,5.48,2.03,3131,7,grün,186,Automatik,17.71,57851.08,29105.83,2023-03-27
4043,Van,62572.2,5.66,2.01,3214,7,grün,194,Automatik,17.88,62603.21,27823.55,2022-03-05
4044,Van,17782.065,5.64,1.87,2949,5,schwarz,159,Automatik,12.97,63621.42,43003.23,2023-12-28
4045,Van,71989.991,5.58,1.87,2891,7,schwarz,140,Automatik,12.22,51655.17,15997.61,2022-05-22
4046,Van,54025.137,5.56,1.98,3158,5,schwarz,219,Automatik,17.79,75060.64,42835.08,2022-03-26
4047,Van,51260.32,5.75,2.1,3378,5,rot,248,Automatik,22.98,71643.26,40600.87,2023-01-18
4048,Van,48977.734,5.48,1.82,2794,7,gelb,282,Automatik,14.86,64498.49,33625.38,2022-03-21
4049,Van,75582.201,5.57,1.85,2805,5,schwarz,157,Handschaltung,13.24,71940.36,34604.69,2021-05-27
4050,Van,80274.812,5.68,1.79,2814,7,gelb,186,Handschaltung,12.9,62204.68,23774.01,2022-04-25
4051,Van,54935.676,5.73,1.8,2887,7,schwarz,108,Automatik,10.14,60012.35,27540.9,2022-04-26
4052,Van,34375.806,5.69,2.03,3210,7,rot,153,Automatik,16.95,61267.75,34931.24,2023-08-24
4053,Van,44399.505,5.54,1.73,2673,5,grün,228,Automatik,11.1,66720.37,37242.97,2022-05-22
4054,Van,70507.469,5.62,1.99,3167,5,grün,199,Automatik,18.31,65658.15,29558.68,2021-10-11
4055,Van,66190.432,5.74,1.93,3105,5,grün,165,Automatik,13.93,58602.29,24159.39,2022-01-09
4056,Van,60931.49,5.52,1.87,2886,5,rot,97,Handschaltung,12.09,61385.78,27739.38,2022-02-26
4057,Van,40021.14,5.53,2.02,3172,7,gelb,206,Automatik,17.9,68421.67,40382.61,2022-10-19
4058,Van,59753.376,5.54,1.74,2670,7,grün,160,Automatik,10.35,71246.76,37800.06,2022-04-01
4059,Van,67077.096,5.63,1.86,2963,5,schwarz,276,Handschaltung,16.93,74417.27,38724.29,2022-06-13
4060,Van,72587.322,5.65,1.94,3048,5,grün,140,Automatik,14.17,65512.47,27955.35,2022-01-09
4061,Van,37898.392,5.52,2.05,3185,7,blau,166,Automatik,17.86,61406.93,33831.53,2023-03-12
4062,Van,61751.525,5.62,1.86,2914,7,grün,139,Automatik,11.8,71873.62,38081.59,2022-09-15
4063,Van,44084.19,5.76,1.95,3204,7,grau,227,Automatik,16.73,65442.36,35850.78,2022-12-10
4064,Van,28599.989,5.75,1.89,3057,5,schwarz,161,Handschaltung,14.76,67677.61,42893.88,2022-12-27
4065,Van,48118.956,5.44,1.9,2874,7,blau,172,Automatik,13.61,55547.32,24672.29,2022-06-13
4066,Van,55513.262,5.65,1.96,3119,5,blau,209,Automatik,16.75,70484.02,38238.1,2022-03-31
4067,Van,30076.202,5.64,2.1,3318,7,grau,231,Handschaltung,25.82,60440.24,34831.6,2023-06-28
4068,Van,48504.014,5.81,2.04,3296,7,grün,215,Automatik,19.27,73949.55,43256.5,2022-08-08
4069,Van,59047.433,5.65,1.9,3004,7,blau,173,Handschaltung,15.16,72607.56,38547.96,2021-11-14
4070,Van,63276.103,5.72,1.78,2883,7,gelb,174,Automatik,11.36,71078.8,36729.77,2022-02-26
4071,Van,58870.944,5.79,1.87,3013,7,schwarz,191,Automatik,13.67,61549.28,27698.41,2022-10-19
4072,Van,57093.887,5.51,1.94,3026,7,grau,183,Automatik,14.84,58105.06,24773.31,2022-09-22
4073,Van,68222.664,5.8,1.87,2980,5,schwarz,145,Automatik,12.6,70807.27,35511.44,2021-01-26
4074,Van,49280.978,5.7,1.91,3040,5,schwarz,157,Automatik,13.95,64736.34,34104.35,2022-08-20
4075,Van,63507.851,5.78,1.9,3055,7,schwarz,180,Automatik,14.2,71222.69,37160.84,2021-11-30
4076,Van,78017.774,5.55,1.83,2846,7,gelb,222,Automatik,13.28,68285.78,30695.48,2022-01-20
4077,Van,36178.07,5.66,1.8,2823,5,blau,124,Automatik,10.46,67598.0,41066.87,2022-09-23
4078,Van,64710.602,5.57,1.81,2829,7,gelb,161,Automatik,11.44,71318.83,36610.04,2022-07-10
4079,Van,57418.79,5.63,1.86,2893,7,grün,171,Automatik,12.98,69068.93,36094.88,2023-01-06
4080,Van,57496.48,5.61,1.83,2884,5,grün,185,Automatik,12.54,65285.54,32317.44,2022-12-11
